channel_name,channel_slug,video_id,entry_title,video_url,live_status,duration_seconds,view_count,source_tab,fetched_at,workflow_status,transcript_status,needs_review,transcript_provider,transcript_artifact_path,transcript_requested_at,transcript_completed_at,transcript_error,json_path
Kenny Finance,kenny-finance-streams,JR0SL6f_NpM,[43/365] MODERNIZING A BORING BIZ WITH AI,https://www.youtube.com/watch?v=JR0SL6f_NpM,was_live,8126.0,226,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/JR0SL6f_NpM.json,2026-05-06T03:11:50.664753+00:00,2026-05-06T03:11:54.275988+00:00,,data/raw/youtube/kenny-finance-streams/videos/JR0SL6f_NpM.json
Kenny Finance,kenny-finance-streams,JZvhLFq-j4g,[103/365] SOURCING 50 BUSINESSES in 50 STATES,https://www.youtube.com/watch?v=JZvhLFq-j4g,was_live,6910.0,456,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/JZvhLFq-j4g.json,2026-05-06T03:11:54.275988+00:00,2026-05-06T03:11:58.930318+00:00,,data/raw/youtube/kenny-finance-streams/videos/JZvhLFq-j4g.json
Kenny Finance,kenny-finance-streams,J_39POvarJk,[38/365] SOURCING BUSINESS ACQUISITIONS,https://www.youtube.com/watch?v=J_39POvarJk,was_live,11692.0,338,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/J_39POvarJk.json,2026-05-06T03:11:46.304708+00:00,2026-05-06T03:11:48.506892+00:00,,data/raw/youtube/kenny-finance-streams/videos/J_39POvarJk.json
Kenny Finance,kenny-finance-streams,K56iDpSqDfo,[121/365] I BOUGHT A MALL!!!,https://www.youtube.com/watch?v=K56iDpSqDfo,was_live,7653.0,322,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/K56iDpSqDfo.json,2026-05-06T03:18:43.491605+00:00,2026-05-06T03:18:53.174539+00:00,,data/raw/youtube/kenny-finance-streams/videos/K56iDpSqDfo.json
Kenny Finance,kenny-finance-streams,KE0OcOIfYDg,[32/365] PITCHING WEIRD STOCKS TO CHAT CAPITAL,https://www.youtube.com/watch?v=KE0OcOIfYDg,was_live,10495.0,213,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/KE0OcOIfYDg.json,2026-05-06T03:12:08.466208+00:00,2026-05-06T03:12:15.561546+00:00,,data/raw/youtube/kenny-finance-streams/videos/KE0OcOIfYDg.json
Kenny Finance,kenny-finance-streams,KPHnArwlSDU,[54/365] RANKING PRIVATE EQUITY ROLL UPS,https://www.youtube.com/watch?v=KPHnArwlSDU,was_live,8246.0,279,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/KPHnArwlSDU.json,2026-05-06T03:12:17.265783+00:00,2026-05-06T03:12:19.749221+00:00,,data/raw/youtube/kenny-finance-streams/videos/KPHnArwlSDU.json
Kenny Finance,kenny-finance-streams,Kznxe8JWnTI,[21/365] FINDING AI STOCKS AND REACTING TO EARNINGS,https://www.youtube.com/watch?v=Kznxe8JWnTI,was_live,7620.0,170,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/Kznxe8JWnTI.json,2026-05-06T03:12:19.750210+00:00,2026-05-06T03:12:40.754728+00:00,,data/raw/youtube/kenny-finance-streams/videos/Kznxe8JWnTI.json
Kenny Finance,kenny-finance-streams,LlvSJ0QAvwg,[55/365] LIVE: STATE OF THE UNION INVESTMENT OPPORTUNITIES,https://www.youtube.com/watch?v=LlvSJ0QAvwg,was_live,7712.0,446,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/LlvSJ0QAvwg.json,2026-05-06T03:12:43.406215+00:00,2026-05-06T03:12:48.769025+00:00,,data/raw/youtube/kenny-finance-streams/videos/LlvSJ0QAvwg.json
Kenny Finance,kenny-finance-streams,MBd_beSdPGs,[69/365] SMALL CAP STOCKS & SOURCING ON A TUESDAY,https://www.youtube.com/watch?v=MBd_beSdPGs,was_live,7955.0,597,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/MBd_beSdPGs.json,2026-05-06T03:13:00.251787+00:00,2026-05-06T03:13:04.848631+00:00,,data/raw/youtube/kenny-finance-streams/videos/MBd_beSdPGs.json
Kenny Finance,kenny-finance-streams,MHSMMQ_CNLc,[77/365] DAY 2 in MIAMI. HUNTING FOR DEALS AND REAL ESTATE,https://www.youtube.com/watch?v=MHSMMQ_CNLc,was_live,6629.0,198,streams,2026-05-06T02:38:06.455001+00:00,transcript_ready,completed,false,supadata,data/transcripts/youtube/kenny-finance-streams/MHSMMQ_CNLc.json,2026-05-06T03:13:13.156060+00:00,2026-05-06T03:13:20.409448+00:00,,data/raw/youtube/kenny-finance-streams/videos/MHSMMQ_CNLc.json
